unix,date,symbol,open,high,low,close,Volume BTC,Volume GBP,tradecount
1.65187E+12,06/05/2022 21:00,BTC/GBP,29270,29289.27,29130.66,29179.23,3.19256,93325.38959,290
1.65187E+12,06/05/2022 20:00,BTC/GBP,29152.17,29300.47,29079.65,29259.37,4.73876,138159.293,353
1.65186E+12,06/05/2022 19:00,BTC/GBP,29157.76,29305.23,29097.75,29176.25,37.7198,1101604.098,754
1.65186E+12,06/05/2022 18:00,BTC/GBP,29113.16,29281.77,29065.76,29162.81,21.53621,627935.2519,549
1.65186E+12,06/05/2022 17:00,BTC/GBP,29317.32,29378.47,29043.07,29088.17,26.47628,773684.915,769
1.65185E+12,06/05/2022 16:00,BTC/GBP,29188.71,29340.59,29108.5,29318.53,41.13681,1203381.931,984
1.65185E+12,06/05/2022 15:00,BTC/GBP,29307.48,29502.33,29130.74,29181.17,23.40563,685788.576,784
1.65185E+12,06/05/2022 14:00,BTC/GBP,29041.24,29386.75,28922.25,29318.79,50.16846,1464346.1,1172
1.65184E+12,06/05/2022 13:00,BTC/GBP,29116.44,29226.84,28641.82,29036.2,60.2751,1742964.426,1429
1.65184E+12,06/05/2022 12:00,BTC/GBP,29033.33,29420,28931.17,29089.77,62.08311,1812853.493,1378
1.65183E+12,06/05/2022 11:00,BTC/GBP,29080.09,29207.91,28807,29036.18,38.68767,1122631.565,1052
1.65183E+12,06/05/2022 10:00,BTC/GBP,29521.68,29540.47,28960.01,29073.61,41.28194,1207440.738,1531
1.65183E+12,06/05/2022 09:00,BTC/GBP,29379.66,29532.23,29358.86,29526.47,16.28688,479759.8049,519
1.65182E+12,06/05/2022 08:00,BTC/GBP,29542.4,29635.16,29317,29379.66,51.80773,1526145.457,1432
1.65182E+12,06/05/2022 07:00,BTC/GBP,29655.36,29656.78,29172.93,29542.85,61.80252,1821718.872,1503
1.65182E+12,06/05/2022 06:00,BTC/GBP,29577.34,29656.93,29518.47,29656.93,13.62636,402871.2899,550
1.65181E+12,06/05/2022 05:00,BTC/GBP,29484.79,29570.21,29459.86,29569.17,13.33537,393664.9592,541
1.65181E+12,06/05/2022 04:00,BTC/GBP,29517.05,29518.61,29373.34,29486.19,8.48385,249700.5978,567
1.65181E+12,06/05/2022 03:00,BTC/GBP,29520.36,29538.27,29440,29514.24,8.48685,250198.7425,728
1.6518E+12,06/05/2022 02:00,BTC/GBP,29441.76,29626.49,29441.76,29508.11,10.19563,301545.8991,565
1.6518E+12,06/05/2022 01:00,BTC/GBP,29474.53,29478.47,29328.32,29438.48,17.73817,521597.7805,693
1.6518E+12,06/05/2022 00:00,BTC/GBP,29610.3,29691.11,29384.62,29462.54,16.79048,495593.1896,518
1.65179E+12,05/05/2022 23:00,BTC/GBP,29346.43,29626.86,29346.43,29606.36,18.20836,537813.2554,640
1.65179E+12,05/05/2022 22:00,BTC/GBP,29558.84,29569.46,29318.34,29336.2,12.95779,381652.5911,528
1.65178E+12,05/05/2022 21:00,BTC/GBP,29537.5,29691.31,29442.93,29558.86,20.19917,597288.8593,737
1.65178E+12,05/05/2022 20:00,BTC/GBP,29420.22,29572.83,29278.72,29561.2,16.58234,487722.6295,859
1.65178E+12,05/05/2022 19:00,BTC/GBP,29493.74,29518.63,28827.19,29425.22,51.42164,1500760.385,1539
1.65177E+12,05/05/2022 18:00,BTC/GBP,29899.02,29931.88,29255.83,29524.12,58.01148,1715939.75,1688
1.65177E+12,05/05/2022 17:00,BTC/GBP,30065.32,30130,29852.85,29921.13,27.22835,816539.8456,992
1.65177E+12,05/05/2022 16:00,BTC/GBP,29949.47,30288.44,29855.27,30049.45,40.99747,1230908.606,1238
1.65176E+12,05/05/2022 15:00,BTC/GBP,30844.84,30907.71,29687.87,29966.67,152.6324,4594957.66,3129
1.65176E+12,05/05/2022 14:00,BTC/GBP,31489.73,31556.71,30818.65,30904.19,53.81821,1679592.009,1338
1.65176E+12,05/05/2022 13:00,BTC/GBP,31905.4,31905.4,31457.9,31496.69,25.2126,799540.1161,826
1.65175E+12,05/05/2022 12:00,BTC/GBP,31859.09,31955.33,31813.49,31900.48,18.80781,599584.7872,628
1.65175E+12,05/05/2022 11:00,BTC/GBP,31500.95,31858.7,31462.2,31858.7,41.47606,1313715.68,914
1.65174E+12,05/05/2022 10:00,BTC/GBP,31443.08,31572.52,31407.26,31513.77,10.95807,344803.3033,505
1.65174E+12,05/05/2022 09:00,BTC/GBP,31493.17,31534.38,31402.59,31448.66,8.42865,265206.1098,397
1.65174E+12,05/05/2022 08:00,BTC/GBP,31570.19,31626.32,31473.75,31492.43,13.5494,427596.8191,535
1.65173E+12,05/05/2022 07:00,BTC/GBP,31538.32,31601.54,31526.89,31571.66,4.31838,136358.6611,195
1.65173E+12,05/05/2022 06:00,BTC/GBP,31554.15,31611.95,31514.46,31537.41,7.63245,240885.6179,318
1.65173E+12,05/05/2022 05:00,BTC/GBP,31644.14,31717.64,31519.84,31549.61,6.53963,206839.7873,257
1.65172E+12,05/05/2022 04:00,BTC/GBP,31586.33,31669.54,31565.87,31657.78,6.89964,218141.1066,346
1.65172E+12,05/05/2022 03:00,BTC/GBP,31549.37,31584.71,31519.12,31577.95,4.78916,151098.7855,171
1.65172E+12,05/05/2022 02:00,BTC/GBP,31405.34,31560.34,31390.25,31549.33,11.54023,363398.7022,415
1.65171E+12,05/05/2022 01:00,BTC/GBP,31459.38,31473.57,31401.32,31410.74,6.9096,217193.3359,357
1.65171E+12,05/05/2022 00:00,BTC/GBP,31484.29,31495.55,31354.69,31463.26,10.22481,321682.866,518
1.65171E+12,04/05/2022 23:00,BTC/GBP,31484,31509.1,31425.36,31475.53,5.00603,157491.302,365
1.6517E+12,04/05/2022 22:00,BTC/GBP,31482.51,31512.33,31444.36,31494.4,8.87492,279325.5798,348
1.6517E+12,04/05/2022 21:00,BTC/GBP,31517.48,31586.35,31434.94,31471.46,9.63823,303735.6006,525
1.65169E+12,04/05/2022 20:00,BTC/GBP,31578.01,31625.29,31461.42,31514.63,16.32957,515144.9396,623
1.65169E+12,04/05/2022 19:00,BTC/GBP,31521,31816.64,31458.26,31567.9,44.86138,1418493.372,1113
1.65169E+12,04/05/2022 18:00,BTC/GBP,31250.15,31625,30961.83,31481.26,114.33071,3567821.386,2184
